Dayalan Hemalatha,T20I,WI Women,2019-2023,6,6,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Bharti Fulmali,T20I,ENG Women,2019-2019,2,0,0,0,0,0,-,-,-,-,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Arundhati Reddy,T20I,AUS Women,2018-2026,9,9,29.4,0,232,10,Apr-22,23.2,7.82,17.8,1,0,1,1,0,0,1,1 (1ct 0st),0.111,,
Arundhati Reddy,T20I,BAN Women,2020-2020,1,1,4,0,33,2,Feb-33,16.5,8.25,12,0,0,1,1,0,0,1,1 (1ct 0st),1,,
Arundhati Reddy,T20I,ENG Women,2018-2025,11,10,28,0,247,7,Mar-32,35.28,8.82,24,0,0,7,7,0,0,7,3 (3ct 0st),0.636,,
Arundhati Reddy,T20I,Nepal Women,2024-2024,1,1,4,0,28,2,Feb-28,14,7,12,0,0,0,0,0,0,0,0,0,,
Arundhati Reddy,T20I,NZ Women,2018-2024,5,5,20,0,157,6,Feb-22,26.16,7.85,20,0,0,0,0,0,0,0,0,0,,
Arundhati Reddy,T20I,PAK Women,2018-2024,2,2,8,1,43,4,Mar-19,10.75,5.37,12,0,0,0,0,0,0,0,0,0,,
Arundhati Reddy,T20I,SA Women,2019-2024,6,6,22.1,0,152,4,Jan-14,38,6.85,33.2,0,0,2,2,0,0,2,2 (2ct 0st),0.333,,
Arundhati Reddy,T20I,SL Women,2018-2025,10,10,32,0,245,10,Mar-19,24.5,7.65,19.2,0,0,3,3,0,0,3,1 (1ct 0st),0.3,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,Bowl Avg,Econ,SR,4w,5w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,
Anjali Sarvani,T20I,AUS Women,2022-2022,5,5,19,0,166,3,Feb-34,55.33,8.73,38,0,0,0,0,0,0,0,0,0,,
Anjali Sarvani,T20I,SA Women,2023-2023,1,1,3,0,25,0,-,-,8.33,-,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,BBM,Bowl Avg,Econ,SR,5w,10w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,
Poonam Yadav,Test,SA Women,2014-2014,1,2,41,17,68,3,Feb-22,Mar-68,22.66,1.65,82,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,BBM,Bowl Avg,Econ,SR,5w,10w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,
Poonam Yadav,ODI,AUS Women,2016-2021,8,8,66,0,391,6,Feb-52,-,65.16,5.92,66,0,0,1,1,0,0,1,1 (1ct 0st),0.125,
Poonam Yadav,ODI,BAN Women,2013-2022,3,3,27,3,66,4,Mar-15,-,16.5,2.44,40.5,0,0,1,1,0,0,1,1 (1ct 0st),0.333,
Poonam Yadav,ODI,ENG Women,2017-2021,10,10,92.5,3,387,16,Apr-30,-,24.18,4.16,34.8,0,0,3,3,0,0,3,2 (2ct 0st),0.3,
Poonam Yadav,ODI,IRE Women,2017-2017,1,1,10,1,30,3,Mar-30,-,10,3,20,0,0,0,0,0,0,0,0,0,
Poonam Yadav,ODI,NZ Women,2015-2022,8,8,63,3,305,11,Mar-42,-,27.72,4.84,34.3,0,0,0,0,0,0,0,0,0,
Poonam Yadav,ODI,PAK Women,2017-2017,2,2,12,4,15,0,-,-,-,1.25,-,0,0,0,0,0,0,0,0,0,
Poonam Yadav,ODI,SA Women,2014-2021,15,15,133.5,7,496,18,Apr-24,-,27.55,3.7,44.6,0,0,3,3,0,0,3,2 (2ct 0st),0.2,
Poonam Yadav,ODI,SL Women,2014-2018,7,7,61.2,7,206,15,Apr-13,-,13.73,3.35,24.5,0,0,4,4,0,0,4,2 (2ct 0st),0.571,
Poonam Yadav,ODI,WI Women,2017-2019,4,4,40,6,116,7,Feb-19,-,16.57,2.9,34.2,0,0,1,1,0,0,1,1 (1ct 0st),0.25,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,BBM,Bowl Avg,Econ,SR,5w,10w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,
Poonam Yadav,T20,AUS Women,2016-2020,7,7,26,0,176,12,Apr-19,-,14.66,6.76,13,0,0,2,2,0,0,2,1 (1ct 0st),0.285,
Poonam Yadav,T20,BAN Women,2013-2020,9,9,34,1,136,20,04-Sep,-,6.8,4,10.2,0,0,2,2,0,0,2,1 (1ct 0st),0.222,
Poonam Yadav,T20,ENG Women,2014-2021,10,10,37,0,229,8,Feb-17,-,28.62,6.18,27.7,0,0,4,4,0,0,4,1 (1ct 0st),0.4,
Poonam Yadav,T20,IRE Women,2018-2018,1,1,4,0,14,1,Jan-14,-,14,3.5,24,0,0,1,1,0,0,1,1 (1ct 0st),1,
Poonam Yadav,T20,MAS Women,2018-2018,1,1,2,2,0,2,2/0,-,0,0,6,0,0,0,0,0,0,0,0,0,
Poonam Yadav,T20,NZ Women,2015-2022,8,8,32,0,234,10,Mar-33,-,23.4,7.31,19.2,0,0,1,1,0,0,1,1 (1ct 0st),0.125,
Poonam Yadav,T20,PAK Women,2014-2018,4,4,15,0,72,5,Feb-22,-,14.4,4.8,18,0,0,2,2,0,0,2,1 (1ct 0st),0.5,
Poonam Yadav,T20,SA Women,2014-2021,11,11,38,1,234,15,Mar-13,-,15.6,6.15,15.2,0,0,2,2,0,0,2,1 (1ct 0st),0.181,
Poonam Yadav,T20,SL Women,2014-2020,12,12,40,0,229,17,Apr-26,-,13.47,5.72,14.1,0,0,0,0,0,0,0,0,0,
Poonam Yadav,T20,THA Women,2018-2018,1,1,3,0,15,1,Jan-15,-,15,5,18,0,0,1,1,0,0,1,1 (1ct 0st),1,
Poonam Yadav,T20,WI Women,2014-2019,8,8,29,1,156,7,Feb-24,-,22.28,5.37,24.8,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,
playerId,format,vs Team,Span,Mat,Inns,Overs,Mdns,Runs Conceded,Wkts,BBI,BBM,Bowl Avg,Econ,SR,5w,10w,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,
Tejal Hasabnis,ODI,IRE Women,2025-2025,3,3,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,
Tejal Hasabnis,ODI,NZ Women,2024-2024,3,3,-,-,-,-,-,-,-,-,-,-,-,1,1,0,0,1,1 (1ct 0st),0.333,
