playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Meghna Singh,Test,AUS Women,,1,1,1,2,2*,,6,33.33,0,0,0,0,0,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Tejal Hasabnis,ODI,IRE Women,-,3,3,2,83,53*,83,73,113.69,0,1,0,11,0,
Tejal Hasabnis,ODI,NZ Women,-,3,3,1,57,42,28.5,105,54.28,0,0,0,5,0,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Poonam Yadav,T20,AUS Women,2016-2020,7,1,0,1,1,1,5,20,0,0,0,0,0,
Poonam Yadav,T20,BAN Women,2013-2020,9,-,-,-,-,-,-,-,-,-,-,-,-,
Poonam Yadav,T20,ENG Women,2014-2021,10,2,1,1,1,1,4,25,0,0,0,0,0,
Poonam Yadav,T20,IRE Women,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,
Poonam Yadav,T20,MAS Women,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,
Poonam Yadav,T20,NZ Women,2015-2022,8,2,2,1,1*,-,1,100,0,0,0,0,0,
Poonam Yadav,T20,PAK Women,2014-2018,4,1,1,2,2*,-,2,100,0,0,0,0,0,
Poonam Yadav,T20,SA Women,2014-2021,11,2,0,3,3,1.5,6,50,0,0,1,0,0,
Poonam Yadav,T20,SL Women,2014-2020,12,2,1,5,4,5,4,125,0,0,0,0,0,
Poonam Yadav,T20,THA Women,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,-,
Poonam Yadav,T20,WI Women,2014-2019,8,1,1,1,1*,-,1,100,0,0,0,0,0,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Poonam Yadav,ODI,AUS Women,2016-2021,8,4,2,15,7*,7.5,34,44.11,0,0,0,1,0,
Poonam Yadav,ODI,BAN Women,2013-2022,3,1,0,15,15,15,46,32.6,0,0,0,3,0,
Poonam Yadav,ODI,ENG Women,2017-2021,10,6,4,23,10,11.5,50,46,0,0,0,2,0,
Poonam Yadav,ODI,IRE Women,2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,-,
Poonam Yadav,ODI,NZ Women,2015-2022,8,2,0,4,3,2,18,22.22,0,0,0,0,0,
Poonam Yadav,ODI,PAK Women,2017-2017,2,1,1,6,6*,-,4,150,0,0,0,0,0,
Poonam Yadav,ODI,SA Women,2014-2021,15,5,2,31,13*,10.33,73,42.46,0,0,1,3,0,
Poonam Yadav,ODI,SL Women,2014-2018,7,1,0,1,1,1,2,50,0,0,0,0,0,
Poonam Yadav,ODI,WI Women,2017-2019,4,1,0,0,0,0,1,0,0,0,1,0,0,
playerId,format,vs Team,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s,
Poonam Yadav,Test,SA Women,-,1,-,-,-,-,-,-,-,-,-,-,-,-,
